戦略,戦略タイプ,利確pips,損切りpips,時間帯,曜日,トレンド環境,ボラ環境,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
"EMAクロス(15,50)",EMAクロス,5,12,22時台,全曜日,下降のみ,直近30分変動大,49,1.0,59.2,-78.6,5.0,-11.18,0.648,-105.2,8,32,1.1,50.0,-112.0,5.0,-12.0,0.417,-103.0,3,0.644,8.0,不採用
"BBブレイク(期間30, 1.5σ)",BBブレイク,30,10,21時台,月,レンジのみ,ATR低,15,1.2,46.7,88.0,21.29,-7.63,2.443,-30.0,3,3,1.0,0.0,-30.0,0.0,-10.0,0.0,-20.0,3,0.0,8.0,不採用
"EMAクロス(10,50)",EMAクロス,6,25,10時台,水,なし,なし,64,1.1,71.9,-153.2,6.0,-23.84,0.643,-222.2,4,27,1.0,63.0,-139.8,6.0,-24.18,0.422,-126.8,2,0.656,8.0,不採用
"EMAクロス(3,150)",EMAクロス,30,10,全時間,水,順方向のみ,直近30分変動大,9,1.1,22.2,-10.0,30.0,-10.0,0.857,-60.0,6,3,1.0,0.0,-30.0,0.0,-10.0,0.0,-20.0,3,0.0,8.0,不採用
"BBブレイク(期間14, 2.5σ)",BBブレイク,20,10,21時台,火,レンジのみ,なし,25,1.1,40.0,48.6,19.3,-9.63,1.337,-50.0,5,3,1.0,0.0,-30.0,0.0,-10.0,0.0,-20.0,3,0.0,8.0,不採用
"MACDクロス(12,35,9)",MACDクロス,6,10,15時台,月,レンジのみ,ATR高,9,1.3,44.4,-26.0,6.0,-10.0,0.48,-30.0,3,3,1.0,0.0,-30.0,0.0,-10.0,0.0,-20.0,3,0.0,8.0,不採用
押し目(EMA200+RSI40/60),押し目,8,30,ロンドン(16-21時),全曜日,なし,直近30分変動大,272,1.2,77.2,-23.0,8.0,-27.47,0.986,-272.0,4,114,1.2,71.1,-294.0,8.0,-28.55,0.688,-444.5,4,0.698,8.0,不採用
押し目(EMA200+RSI45/65),押し目,20,10,東京(9-15時),月,上昇のみ,なし,116,1.2,37.1,108.3,19.5,-10.0,1.148,-90.0,7,42,1.2,26.2,-93.9,19.65,-10.0,0.697,-120.0,11,0.607,8.0,不採用
"BBブレイク(期間30, 2.5σ)",BBブレイク,12,12,16時台,月,レンジのみ,ATR低,4,1.3,50.0,0.0,12.0,-12.0,1.0,-24.0,2,3,1.0,0.0,-31.7,0.0,-10.57,0.0,-19.7,3,0.0,8.0,不採用
"MACDクロス(16,26,9)",MACDクロス,12,30,NY(21-23時),火,順方向のみ,なし,103,1.1,55.3,-409.0,10.84,-22.33,0.602,-587.8,6,44,1.1,54.5,-203.3,10.62,-22.91,0.556,-246.1,4,0.924,8.0,不採用
押し目(EMA200+RSI35/65),押し目,25,20,NY(21-23時),月,順方向のみ,直近30分変動大,1,1.0,0.0,-20.0,0.0,-20.0,0.0,0.0,1,2,1.0,0.0,-40.0,0.0,-20.0,0.0,-20.0,2,0.0,8.0,不採用
"BBブレイク(期間14, 2.0σ)",BBブレイク,10,30,NY(21-23時),金,下降のみ,ATR高,65,1.4,69.2,-72.6,9.66,-25.37,0.857,-148.6,3,18,1.2,55.6,-83.7,10.0,-22.96,0.544,-133.7,3,0.635,8.0,不採用
押し目(EMA200+RSI40/60),押し目,8,10,10時台,月,上昇のみ,なし,17,1.1,47.1,-26.0,8.0,-10.0,0.711,-40.0,4,3,1.0,0.0,-30.0,0.0,-10.0,0.0,-20.0,3,0.0,8.0,不採用
"MACDクロス(16,26,9)",MACDクロス,12,8,9時台,金,上昇のみ,なし,61,1.2,39.3,-8.0,12.0,-8.0,0.973,-96.0,7,29,1.4,27.6,-72.0,12.0,-8.0,0.571,-100.0,6,0.587,8.0,不採用
"MACDクロス(12,35,12)",MACDクロス,12,10,21時台,火,下降のみ,ATR低,10,1.2,60.0,32.0,12.0,-10.0,1.8,-20.0,2,3,1.0,0.0,-30.0,0.0,-10.0,0.0,-20.0,3,0.0,8.0,不採用
"BBブレイク(期間25, 1.5σ)",BBブレイク,6,25,22時台,金,なし,直近30分変動大,151,1.3,74.2,-231.2,6.0,-23.16,0.744,-282.0,2,56,1.2,67.9,-172.8,5.7,-21.63,0.556,-147.8,4,0.747,8.0,不採用
押し目(EMA200+RSI45/55),押し目,30,5,15時台,水,順方向のみ,直近30分変動大,12,1.1,16.7,10.0,30.0,-5.0,1.2,-25.0,5,14,1.2,7.1,-35.0,30.0,-5.0,0.462,-55.0,11,0.385,8.0,不採用
"BB逆張り(期間25, 1.5σ)",BB逆張り,15,8,ロンドン(16-21時),月,下降のみ,ATR低,26,1.2,26.9,-46.6,14.19,-7.68,0.681,-81.0,7,16,1.8,18.8,-59.0,15.0,-8.0,0.433,-56.0,8,0.636,8.0,不採用
"BB逆張り(期間25, 2.5σ)",BB逆張り,30,10,NY(21-23時),金,順方向のみ,ATR低,2,1.0,0.0,-14.4,0.0,-7.2,0.0,-4.4,2,3,1.0,0.0,-30.0,0.0,-10.0,0.0,-20.0,3,0.0,8.0,不採用
"BBブレイク(期間14, 1.5σ)",BBブレイク,8,20,16時台,木,なし,なし,239,1.3,71.1,29.7,7.93,-19.1,1.023,-156.0,3,84,1.2,63.1,-201.2,7.9,-20.0,0.675,-189.2,5,0.66,8.0,不採用
"BBブレイク(期間30, 1.5σ)",BBブレイク,30,20,10時台,全曜日,下降のみ,ATR低,16,1.0,43.8,14.6,27.8,-20.0,1.081,-110.0,4,2,1.0,0.0,-40.0,0.0,-20.0,0.0,-20.0,2,0.0,8.0,不採用
"MACDクロス(16,35,6)",MACDクロス,5,10,21時台,全曜日,順方向のみ,直近30分変動大,181,1.0,61.9,-131.6,4.99,-10.0,0.809,-230.0,5,82,1.1,53.7,-160.0,5.0,-10.0,0.579,-165.0,5,0.716,7.9,不採用
押し目(EMA200+RSI45/60),押し目,8,25,9時台,全曜日,上昇のみ,ATR高,45,1.0,73.3,-36.0,8.0,-25.0,0.88,-126.0,2,22,1.4,59.1,-121.0,8.0,-25.0,0.462,-119.0,2,0.525,7.9,不採用
"MACDクロス(12,26,6)",MACDクロス,25,20,ロンドン(16-21時),水,上昇のみ,なし,211,1.5,42.2,-366.9,21.41,-18.63,0.839,-446.9,10,70,1.6,35.7,-237.3,23.75,-18.47,0.714,-301.0,8,0.851,7.9,不採用
押し目(EMA200+RSI40/60),押し目,20,15,15時台,金,順方向のみ,ATR高,13,1.0,46.2,15.0,20.0,-15.0,1.143,-50.0,3,6,1.0,16.7,-55.0,20.0,-15.0,0.267,-40.0,3,0.234,7.9,不採用
"BBブレイク(期間25, 2.5σ)",BBブレイク,15,30,NY(21-23時),金,なし,ATR高,139,1.2,57.6,-318.4,13.93,-24.28,0.778,-356.1,7,23,1.0,52.2,-162.7,13.94,-30.0,0.507,-150.0,2,0.652,7.9,不採用
"RSI逆張り(期間10, 40/75)",RSI逆張り,30,10,15時台,全曜日,順方向のみ,ATR高,39,1.1,28.2,50.0,30.0,-10.0,1.179,-80.0,7,17,1.2,17.6,-50.0,30.0,-10.0,0.643,-100.0,11,0.545,7.9,不採用
"BB逆張り(期間14, 2.5σ)",BB逆張り,20,30,東京(9-15時),火,なし,ATR低,97,1.1,70.1,438.5,18.83,-29.03,1.521,-109.3,3,33,1.2,51.5,-139.3,19.16,-29.06,0.7,-249.3,3,0.46,7.9,不採用
押し目(EMA200+RSI35/60),押し目,10,20,15時台,木,なし,なし,44,1.0,54.5,-160.0,10.0,-20.0,0.6,-220.0,5,17,1.1,47.1,-100.0,10.0,-20.0,0.444,-110.0,3,0.74,7.9,不採用
"BB逆張り(期間25, 2.0σ)",BB逆張り,30,10,16時台,金,上昇のみ,ATR低,15,1.0,26.7,-16.4,22.63,-9.72,0.847,-56.4,5,5,1.2,20.0,-37.8,2.2,-10.0,0.055,-30.0,4,0.065,7.9,不採用
"EMAクロス(12,30)",EMAクロス,4,8,全時間,木,順方向のみ,直近30分変動大,186,1.6,62.4,-96.0,4.0,-8.0,0.829,-136.0,4,94,1.6,53.2,-152.0,4.0,-8.0,0.568,-156.0,5,0.685,7.9,不採用
"RSI逆張り(期間14, 30/60)",RSI逆張り,15,15,15時台,全曜日,上昇のみ,ATR低,130,1.0,39.2,-442.8,14.23,-14.79,0.621,-442.8,10,44,1.0,38.6,-154.7,13.86,-14.46,0.604,-202.7,9,0.973,7.9,不採用
"BBブレイク(期間14, 2.0σ)",BBブレイク,10,8,9時台,水,レンジのみ,ATR低,40,1.0,50.0,40.0,10.0,-8.0,1.25,-64.0,8,16,1.1,25.0,-56.0,10.0,-8.0,0.417,-58.0,5,0.334,7.9,不採用
"MACDクロス(12,21,12)",MACDクロス,8,20,15時台,金,上昇のみ,ATR低,24,1.0,62.5,-49.5,7.6,-18.17,0.697,-68.0,3,11,1.0,45.5,-64.3,8.0,-17.38,0.384,-74.1,3,0.551,7.9,不採用
"EMAクロス(15,50)",EMAクロス,20,8,21時台,全曜日,上昇のみ,直近30分変動大,73,1.0,35.6,120.0,19.08,-8.0,1.319,-78.3,8,31,1.0,19.4,-80.0,20.0,-8.0,0.6,-80.0,8,0.455,7.9,不採用
"RSI逆張り(期間14, 30/70)",RSI逆張り,10,20,22時台,全曜日,下降のみ,ATR高,119,1.2,65.5,23.4,9.58,-17.66,1.032,-140.5,3,29,1.2,55.2,-100.0,10.0,-20.0,0.615,-120.0,5,0.596,7.9,不採用
"RSI逆張り(期間7, 30/70)",RSI逆張り,5,5,ロンドン(16-21時),木,下降のみ,直近30分変動大,147,2.1,46.3,-55.0,5.0,-5.0,0.861,-95.0,6,51,1.9,33.3,-85.0,5.0,-5.0,0.5,-100.0,6,0.581,7.9,不採用
"EMAクロス(3,200)",EMAクロス,5,30,9時台,木,なし,直近30分変動大,26,1.1,92.3,60.0,5.0,-30.0,2.0,-30.0,1,18,1.1,72.2,-85.0,5.0,-30.0,0.433,-90.0,2,0.216,7.9,不採用
"MACDクロス(16,21,9)",MACDクロス,12,30,21時台,水,なし,なし,138,1.1,60.1,-157.7,11.46,-20.16,0.858,-301.5,4,58,1.1,60.3,-215.2,11.83,-27.36,0.658,-323.6,4,0.767,7.9,不採用
"MACDクロス(12,21,12)",MACDクロス,8,15,東京(9-15時),水,上昇のみ,なし,252,1.9,60.3,-277.6,8.0,-14.94,0.814,-468.6,5,110,2.1,53.6,-293.0,8.0,-15.0,0.617,-309.0,4,0.758,7.9,不採用
押し目(EMA200+RSI35/55),押し目,25,5,全時間,火,上昇のみ,直近30分変動大,56,1.1,14.3,-62.9,22.14,-5.0,0.738,-75.0,14,25,1.5,8.0,-65.0,25.0,-5.0,0.435,-60.0,9,0.589,7.9,不採用
"RSI逆張り(期間7, 25/70)",RSI逆張り,25,15,10時台,木,レンジのみ,なし,64,1.1,40.6,33.4,22.5,-14.51,1.061,-105.0,5,17,1.1,29.4,-74.6,21.08,-15.0,0.586,-90.0,5,0.552,7.9,不採用
押し目(EMA200+RSI35/60),押し目,10,25,21時台,金,なし,なし,14,1.0,42.9,-86.5,10.0,-18.31,0.41,-75.0,4,2,1.0,0.0,-36.4,0.0,-18.2,0.0,-25.0,2,0.0,7.9,不採用
"EMAクロス(8,150)",EMAクロス,6,20,21時台,全曜日,上昇のみ,なし,18,1.0,83.3,47.2,6.0,-14.27,2.103,-20.0,1,4,1.0,25.0,-54.0,6.0,-20.0,0.1,-40.0,2,0.048,7.9,不採用
"MACDクロス(16,35,9)",MACDクロス,8,30,9時台,水,なし,ATR高,31,1.0,80.6,20.0,8.0,-30.0,1.111,-68.0,1,7,1.2,57.1,-58.0,8.0,-30.0,0.356,-66.0,2,0.32,7.9,不採用
"BB逆張り(期間25, 2.0σ)",BB逆張り,25,30,ロンドン(16-21時),月,なし,直近30分変動大,222,1.5,52.7,-47.3,23.07,-26.15,0.983,-475.7,8,97,1.5,48.5,-321.0,21.95,-27.06,0.763,-576.3,7,0.776,7.9,不採用
押し目(EMA200+RSI40/65),押し目,10,15,NY(21-23時),全曜日,上昇のみ,ATR低,33,1.0,51.5,-54.3,8.87,-12.82,0.735,-79.5,2,33,1.0,45.5,-108.1,9.1,-13.59,0.558,-117.8,6,0.759,7.9,不採用
"BBブレイク(期間14, 2.0σ)",BBブレイク,12,12,22時台,水,レンジのみ,直近30分変動大,39,1.2,56.4,80.7,12.0,-10.78,1.44,-60.0,5,13,1.2,30.8,-60.0,12.0,-12.0,0.444,-60.0,4,0.308,7.9,不採用
"BBブレイク(期間14, 2.0σ)",BBブレイク,12,12,ロンドン(16-21時),木,レンジのみ,直近30分変動大,133,1.5,48.9,-33.6,12.0,-11.96,0.959,-156.0,6,49,1.5,38.8,-132.0,12.0,-12.0,0.633,-168.0,5,0.66,7.9,不採用
"EMAクロス(12,30)",EMAクロス,4,15,10時台,水,順方向のみ,なし,13,1.0,76.9,-5.0,4.0,-15.0,0.889,-41.0,2,5,1.0,20.0,-56.0,4.0,-15.0,0.067,-41.0,2,0.075,7.9,不採用
"MACDクロス(16,26,9)",MACDクロス,20,12,10時台,水,順方向のみ,なし,30,1.0,30.0,-84.7,18.59,-12.0,0.664,-136.0,7,11,1.0,18.2,-68.0,20.0,-12.0,0.37,-56.0,4,0.557,7.9,不採用
"EMAクロス(25,150)",EMAクロス,30,10,9時台,木,なし,ATR高,2,1.0,0.0,-20.0,0.0,-10.0,0.0,-10.0,2,7,1.8,14.3,-30.0,30.0,-10.0,0.5,-50.0,5,0.0,7.9,不採用
"MACDクロス(8,21,9)",MACDクロス,8,10,9時台,水,なし,ATR低,90,1.1,46.7,-146.9,7.93,-10.0,0.694,-166.9,6,34,1.2,38.2,-106.0,8.0,-10.0,0.495,-122.0,4,0.713,7.9,不採用
"MACDクロス(8,21,9)",MACDクロス,8,10,16時台,金,上昇のみ,なし,82,1.2,52.4,-46.0,8.0,-10.0,0.882,-118.0,4,39,1.4,41.0,-102.0,8.0,-10.0,0.557,-102.0,6,0.632,7.9,不採用
"BBブレイク(期間30, 1.5σ)",BBブレイク,20,15,21時台,木,レンジのみ,なし,64,1.2,37.5,-179.3,16.1,-14.14,0.683,-196.3,7,20,1.1,30.0,-102.0,18.0,-15.0,0.514,-115.0,4,0.753,7.9,不採用
押し目(EMA200+RSI45/65),押し目,10,12,22時台,水,なし,なし,119,1.2,54.6,13.5,9.15,-10.76,1.023,-93.4,4,56,1.3,44.6,-131.8,9.61,-12.0,0.646,-176.0,5,0.631,7.9,不採用
"MACDクロス(16,21,9)",MACDクロス,30,20,東京(9-15時),水,上昇のみ,直近30分変動大,91,1.4,41.8,57.2,29.4,-20.0,1.054,-200.0,7,42,1.3,35.7,-121.1,27.93,-20.0,0.776,-326.0,10,0.736,7.9,不採用
"MACDクロス(12,35,6)",MACDクロス,30,10,21時台,月,下降のみ,直近30分変動大,18,1.2,44.4,97.2,24.65,-10.0,1.972,-57.8,3,13,1.1,15.4,-44.6,30.0,-9.51,0.574,-64.6,8,0.291,7.9,不採用
"BBブレイク(期間14, 2.5σ)",BBブレイク,15,8,NY(21-23時),水,下降のみ,直近30分変動大,45,1.1,26.7,-84.0,15.0,-8.0,0.682,-110.0,9,15,1.2,20.0,-57.6,12.8,-8.0,0.4,-56.0,7,0.587,7.9,不採用
"RSI逆張り(期間14, 30/70)",RSI逆張り,20,25,21時台,木,上昇のみ,直近30分変動大,16,1.1,56.2,-21.5,17.06,-25.0,0.877,-96.5,3,4,1.0,25.0,-55.0,20.0,-25.0,0.267,-50.0,2,0.304,7.9,不採用
"BB逆張り(期間25, 2.0σ)",BB逆張り,4,8,9時台,木,なし,直近30分変動大,89,1.2,64.0,-28.0,4.0,-8.0,0.891,-84.0,4,49,1.3,49.0,-104.0,4.0,-8.0,0.48,-108.0,4,0.539,7.9,不採用
"BBブレイク(期間25, 2.5σ)",BBブレイク,25,30,15時台,全曜日,下降のみ,なし,136,1.0,50.0,-196.5,23.6,-26.49,0.891,-478.1,6,56,1.1,46.4,-250.1,22.76,-28.06,0.703,-293.1,5,0.789,7.9,不採用
"BBブレイク(期間14, 1.5σ)",BBブレイク,20,12,21時台,金,なし,なし,272,1.4,34.6,-351.7,18.12,-11.54,0.829,-501.3,11,91,1.2,33.0,-203.9,17.2,-11.8,0.717,-299.2,14,0.865,7.9,不採用
"MACDクロス(12,35,9)",MACDクロス,30,20,NY(21-23時),水,下降のみ,なし,79,1.3,50.6,130.5,21.47,-18.68,1.179,-220.3,5,34,1.4,35.3,-113.3,25.05,-18.81,0.726,-203.3,6,0.616,7.9,不採用
"BBブレイク(期間25, 1.5σ)",BBブレイク,4,15,22時台,水,レンジのみ,ATR高,34,1.1,70.6,-40.8,4.0,-13.68,0.702,-72.0,2,11,1.4,45.5,-63.6,4.0,-13.93,0.239,-71.6,2,0.34,7.9,不採用
"BBブレイク(期間14, 2.0σ)",BBブレイク,6,30,NY(21-23時),火,なし,ATR高,185,1.4,75.1,-196.3,5.93,-22.19,0.808,-276.4,3,38,1.3,68.4,-165.3,5.88,-26.51,0.48,-171.3,2,0.594,7.9,不採用
押し目(EMA200+RSI40/65),押し目,12,20,全時間,月,上昇のみ,直近30分変動大,115,1.7,60.9,-52.0,11.85,-19.58,0.941,-202.1,4,55,1.6,50.9,-215.5,11.59,-20.0,0.601,-232.0,3,0.639,7.9,不採用
"EMAクロス(8,75)",EMAクロス,30,20,22時台,火,レンジのみ,なし,35,1.1,40.0,-124.7,16.31,-16.81,0.647,-201.6,9,13,1.0,23.1,-85.3,30.0,-17.53,0.513,-86.1,5,0.793,7.9,不採用
押し目(EMA200+RSI45/65),押し目,12,8,東京(9-15時),全曜日,上昇のみ,ATR高,197,1.7,37.1,-121.0,11.93,-8.0,0.878,-136.0,12,94,1.7,30.9,-172.0,12.0,-8.0,0.669,-208.0,8,0.762,7.9,不採用
"BBブレイク(期間20, 2.0σ)",BBブレイク,25,5,NY(21-23時),月,レンジのみ,直近30分変動大,59,1.2,25.4,142.5,24.17,-5.0,1.648,-65.0,13,20,1.2,10.0,-40.0,25.0,-5.0,0.556,-75.0,15,0.337,7.9,不採用
"MACDクロス(8,21,6)",MACDクロス,4,5,10時台,火,なし,直近30分変動大,61,1.3,45.9,-53.0,4.0,-5.0,0.679,-56.0,5,24,1.2,29.2,-57.0,4.0,-5.0,0.329,-65.0,5,0.485,7.9,不採用
"RSI逆張り(期間14, 20/80)",RSI逆張り,12,12,東京(9-15時),月,上昇のみ,なし,26,1.2,46.2,-24.0,12.0,-12.0,0.857,-48.0,5,7,1.0,28.6,-36.0,12.0,-12.0,0.4,-60.0,5,0.467,7.9,不採用
"BB逆張り(期間14, 1.5σ)",BB逆張り,12,25,NY(21-23時),金,なし,ATR低,39,1.1,64.1,-50.8,10.16,-21.76,0.833,-106.5,3,33,1.3,51.5,-100.3,11.66,-18.66,0.664,-181.5,8,0.797,7.9,不採用
"EMAクロス(8,30)",EMAクロス,25,15,ロンドン(16-21時),水,上昇のみ,ATR高,42,1.2,33.3,-87.6,21.46,-13.86,0.774,-150.0,6,13,1.3,23.1,-75.0,25.0,-15.0,0.5,-85.0,4,0.646,7.9,不採用
"MACDクロス(8,35,9)",MACDクロス,4,30,ロンドン(16-21時),火,レンジのみ,ATR高,81,1.5,81.5,-108.1,4.0,-24.81,0.709,-153.8,2,16,1.2,68.8,-85.2,4.0,-25.84,0.341,-93.2,2,0.481,7.9,不採用
"BB逆張り(期間14, 1.5σ)",BB逆張り,12,10,9時台,全曜日,下降のみ,直近30分変動大,194,1.2,44.3,-48.0,12.0,-10.0,0.956,-198.0,8,95,1.3,36.8,-180.0,12.0,-10.0,0.7,-206.0,8,0.732,7.9,不採用
"BBブレイク(期間14, 2.5σ)",BBブレイク,30,15,ロンドン(16-21時),火,なし,ATR高,86,1.2,44.2,213.9,23.79,-14.38,1.31,-145.6,8,29,1.2,27.6,-96.7,27.29,-15.0,0.693,-156.7,5,0.529,7.9,不採用
"BB逆張り(期間30, 2.0σ)",BB逆張り,4,5,9時台,月,下降のみ,なし,36,1.3,55.6,0.0,4.0,-5.0,1.0,-30.0,5,20,1.4,30.0,-46.0,4.0,-5.0,0.343,-49.0,8,0.343,7.9,不採用
"EMAクロス(25,30)",EMAクロス,25,25,NY(21-23時),水,レンジのみ,直近30分変動大,19,1.1,52.6,-9.3,16.37,-19.22,0.946,-75.0,3,6,1.0,33.3,-70.2,14.9,-25.0,0.298,-50.0,2,0.315,7.9,不採用
"MACDクロス(12,35,6)",MACDクロス,30,12,NY(21-23時),木,上昇のみ,ATR低,13,1.2,46.2,16.1,16.57,-11.9,1.193,-40.8,3,9,1.1,22.2,-41.1,16.4,-10.56,0.444,-49.9,6,0.372,7.9,不採用
"BB逆張り(期間25, 2.5σ)",BB逆張り,25,12,15時台,金,レンジのみ,なし,25,1.1,24.0,-102.4,20.93,-12.0,0.551,-92.0,6,9,1.0,22.2,-53.1,15.45,-12.0,0.368,-60.0,5,0.668,7.9,不採用
"BBブレイク(期間14, 2.5σ)",BBブレイク,12,30,21時台,火,なし,ATR高,40,1.1,60.0,-75.3,11.8,-22.41,0.79,-112.8,5,8,1.0,50.0,-58.1,12.0,-26.53,0.452,-82.1,3,0.572,7.9,不採用
"BBブレイク(期間30, 2.5σ)",BBブレイク,8,5,NY(21-23時),金,上昇のみ,直近30分変動大,72,1.2,25.0,-126.0,8.0,-5.0,0.533,-136.0,7,28,1.3,17.9,-75.0,8.0,-5.0,0.348,-70.0,6,0.653,7.9,不採用
"RSI逆張り(期間7, 40/75)",RSI逆張り,10,25,10時台,水,上昇のみ,ATR高,27,1.2,74.1,25.0,10.0,-25.0,1.143,-75.0,3,5,1.0,40.0,-55.0,10.0,-25.0,0.267,-50.0,2,0.234,7.9,不採用
"EMAクロス(3,50)",EMAクロス,4,10,9時台,火,上昇のみ,直近30分変動大,18,1.0,83.3,30.0,4.0,-10.0,2.0,-16.0,1,10,1.1,40.0,-44.0,4.0,-10.0,0.267,-46.0,4,0.134,7.9,不採用
"BBブレイク(期間30, 2.0σ)",BBブレイク,30,20,NY(21-23時),月,上昇のみ,ATR高,31,1.0,41.9,-52.6,17.22,-15.36,0.81,-144.7,5,9,1.1,22.2,-69.7,30.0,-18.53,0.463,-60.0,4,0.572,7.9,不採用
"RSI逆張り(期間7, 40/80)",RSI逆張り,5,5,NY(21-23時),木,なし,直近30分変動大,175,1.5,42.3,-135.0,5.0,-5.0,0.733,-155.0,10,61,1.6,34.4,-95.0,5.0,-5.0,0.525,-100.0,12,0.716,7.9,不採用
"MACDクロス(8,21,6)",MACDクロス,20,10,22時台,水,なし,ATR高,133,1.3,39.1,61.8,16.1,-9.57,1.08,-180.0,10,43,1.5,30.2,-93.4,14.81,-9.53,0.673,-154.1,8,0.623,7.9,不採用
"BBブレイク(期間30, 2.0σ)",BBブレイク,10,5,22時台,水,下降のみ,ATR高,37,1.3,29.7,-20.0,10.0,-5.0,0.846,-45.0,4,11,1.2,9.1,-40.0,10.0,-5.0,0.2,-35.0,6,0.236,7.9,不採用
押し目(EMA200+RSI35/55),押し目,12,12,15時台,水,上昇のみ,ATR低,7,1.0,71.4,36.0,12.0,-12.0,2.5,-24.0,2,5,1.0,20.0,-36.0,12.0,-12.0,0.25,-36.0,4,0.1,7.9,不採用
"MACDクロス(16,21,12)",MACDクロス,6,25,10時台,金,上昇のみ,直近30分変動大,22,1.0,68.2,-85.0,6.0,-25.0,0.514,-126.0,5,9,1.0,55.6,-70.0,6.0,-25.0,0.3,-82.0,2,0.584,7.9,不採用
"BBブレイク(期間30, 1.5σ)",BBブレイク,30,5,9時台,火,なし,ATR高,34,1.2,5.9,-100.0,30.0,-5.0,0.375,-140.0,29,19,1.3,5.3,-60.0,30.0,-5.0,0.333,-75.0,16,0.888,7.9,不採用
押し目(EMA200+RSI35/65),押し目,10,20,東京(9-15時),水,レンジのみ,ATR低,59,1.0,69.5,68.2,10.0,-18.99,1.2,-80.0,3,20,1.1,50.0,-100.0,10.0,-20.0,0.5,-120.0,2,0.417,7.9,不採用
"BBブレイク(期間14, 2.5σ)",BBブレイク,30,25,21時台,水,順方向のみ,なし,39,1.0,51.3,107.5,24.24,-19.86,1.285,-79.6,3,15,1.1,40.0,-84.3,19.82,-22.58,0.585,-104.6,3,0.455,7.9,不採用
"MACDクロス(16,35,6)",MACDクロス,30,25,全時間,水,レンジのみ,ATR低,161,1.2,46.6,6.3,26.43,-22.97,1.003,-371.3,6,69,1.2,40.6,-239.2,27.53,-24.63,0.763,-315.8,8,0.761,7.9,不採用
"EMAクロス(25,30)",EMAクロス,12,15,NY(21-23時),木,下降のみ,直近30分変動大,37,1.2,62.2,66.0,12.0,-15.0,1.314,-93.0,4,9,1.1,33.3,-54.0,12.0,-15.0,0.4,-63.0,3,0.304,7.9,不採用
"MACDクロス(12,26,6)",MACDクロス,10,20,ロンドン(16-21時),火,レンジのみ,ATR高,86,1.5,60.5,-126.1,10.0,-19.0,0.805,-196.1,7,18,1.4,50.0,-90.0,10.0,-20.0,0.5,-120.0,3,0.621,7.9,不採用
押し目(EMA200+RSI45/60),押し目,10,12,NY(21-23時),全曜日,順方向のみ,ATR低,50,1.0,50.0,-52.0,9.19,-11.27,0.815,-95.5,3,34,1.0,44.1,-91.5,9.1,-12.0,0.599,-112.0,8,0.735,7.9,不採用
押し目(EMA200+RSI45/60),押し目,30,25,ロンドン(16-21時),水,上昇のみ,直近30分変動大,32,1.1,56.2,159.1,26.9,-23.22,1.489,-50.1,3,5,1.0,40.0,-39.6,17.7,-25.0,0.472,-75.0,3,0.317,7.9,不採用
"MACDクロス(12,26,6)",MACDクロス,25,15,ロンドン(16-21時),金,レンジのみ,直近30分変動大,62,1.2,46.8,218.2,24.59,-15.0,1.441,-75.0,5,23,1.2,30.4,-74.7,23.61,-15.0,0.689,-130.0,6,0.478,7.9,不採用
"MACDクロス(12,21,12)",MACDクロス,10,8,16時台,火,なし,ATR低,31,1.1,41.9,-14.0,10.0,-8.0,0.903,-32.0,3,12,1.3,25.0,-42.0,10.0,-8.0,0.417,-56.0,7,0.462,7.9,不採用
押し目(EMA200+RSI35/55),押し目,12,15,東京(9-15時),水,なし,ATR低,80,1.2,50.0,-98.2,12.0,-14.46,0.83,-159.0,7,24,1.0,41.7,-90.0,12.0,-15.0,0.571,-114.0,5,0.688,7.9,不採用
押し目(EMA200+RSI35/60),押し目,12,15,全時間,木,レンジのみ,ATR高,98,1.5,55.1,-19.3,11.86,-15.0,0.971,-147.0,5,23,1.4,43.5,-75.0,12.0,-15.0,0.615,-108.0,7,0.633,7.9,不採用
"BB逆張り(期間14, 2.0σ)",BB逆張り,12,25,NY(21-23時),火,下降のみ,なし,111,1.3,63.1,38.4,11.22,-18.21,1.051,-109.3,4,32,1.1,53.1,-131.7,11.43,-21.73,0.596,-159.7,3,0.567,7.9,不採用
"MACDクロス(16,26,9)",MACDクロス,30,30,東京(9-15時),火,なし,ATR高,111,1.4,64.9,937.7,28.96,-29.42,1.817,-120.0,3,56,1.4,42.9,-185.7,30.0,-28.3,0.795,-245.7,5,0.438,7.9,不採用
"EMAクロス(10,200)",EMAクロス,15,5,10時台,金,レンジのみ,なし,51,1.3,27.5,25.0,15.0,-5.0,1.135,-35.0,7,26,1.2,15.4,-50.0,15.0,-5.0,0.545,-80.0,13,0.48,7.9,不採用
"BB逆張り(期間14, 2.0σ)",BB逆張り,12,10,9時台,全曜日,上昇のみ,ATR高,59,1.1,39.0,-84.0,12.0,-10.0,0.767,-124.0,7,23,1.0,30.4,-76.0,12.0,-10.0,0.525,-92.0,6,0.684,7.9,不採用
